ballotID,1,2,3,4,Gender,Age,Urbanicity,weight
640100XXXX,c1,c4,c3,c2,2,1,3,0.780910713
639100XXXX,c5,c6,,,2,2,3,1.275491833
641100XXXX,c5,c6,,,2,2,3,0.760660651
642100XXXX,c5,c6,,,2,2,2,0.873082779
643100XXXX,c1,c6,,,2,1,2,0.658539292
645100XXXX,c1,c6,,,2,1,2,1.097565487
646100XXXX,c5,c6,,,2,2,3,0.760660651
647100XXXX,c1,c3,c4,c2,1,1,2,0.442303146
648100XXXX,c1,c5,c3,c2,1,1,2,0.73464332
649100XXXX,c5,c6,,,2,2,2,0.488437918
650100XXXX,c1,c6,,,2,1,3,0.760737848
651100XXXX,c4,c5,c2,c6,2,1,2,0.658539292
652100XXXX,c5,c1,c6,,1,2,3,1.120166121
653100XXXX,c5,c6,,,2,2,3,1.464003629
654100XXXX,c1,c6,,,2,1,3,0.658539292
657100XXXX,c5,c6,,,2,1,3,1.164721108
658100XXXX,c5,c6,,,2,2,3,0.760660651
660100XXXX,c1,c6,,,2,2,3,0.524591059
661100XXXX,c5,c1,c2,c3,1,1,3,1.237034968
662100XXXX,c5,c6,,,2,2,2,0.814063197
664100XXXX,c1,c6,,,1,2,2,1.402832202
666100XXXX,c1,c6,,,1,1,1,0.790616874
667100XXXX,c4,c5,c6,,2,1,3,1.45939254
668100XXXX,c5,c4,c1,c2,1,2,2,1.299533302
673100XXXX,c5,c1,c2,c3,1,1,2,1.237034968
676100XXXX,c2,c5,c6,,1,1,3,1.926475791
677100XXXX,c5,c6,,,1,1,1,1.14408453
678100XXXX,c1,c3,c4,c2,2,1,3,0.658539292
679100XXXX,c5,c6,,,2,1,3,0.780910713
680100XXXX,c1,c6,,,2,2,3,0.535706802
681100XXXX,c5,c6,,,2,2,3,0.83427406
682100XXXX,c6,,,,2,1,2,1.184722409
684100XXXX,c1,c6,,,1,1,1,1.313174934
685100XXXX,c5,c6,,,2,1,3,0.747894547
687100XXXX,c5,c6,,,1,2,3,0.975928414
690100XXXX,c1,c6,,,2,1,2,0.747894547
692100XXXX,c1,c6,,,2,1,3,1.359818904
693100XXXX,c1,c6,,,2,1,3,1.267896414
695100XXXX,c5,c1,c6,,2,2,3,0.760660651
697100XXXX,c5,c6,,,2,1,2,1.184722409
699100XXXX,c1,c6,,,2,1,2,1.267896414
700100XXXX,c1,c6,,,2,2,2,0.89284467
701100XXXX,c5,c6,,,2,1,3,0.780910713
702100XXXX,c1,c6,,,1,1,2,0.73717191
703100XXXX,c5,c6,,,2,1,2,1.164721108
704100XXXX,c1,c6,,,2,2,1,2.078912965
706100XXXX,c1,c4,c6,,1,1,2,1.046271204
710100XXXX,c1,c6,,,1,2,1,1.211686063
709100XXXX,c4,c1,c6,,2,1,3,0.658539292
711100XXXX,c5,c6,,,1,2,2,4.961144077
714100XXXX,c1,c3,c4,c6,2,2,3,0.416351438
713100XXXX,c1,c3,c4,c2,2,1,2,0.658539292
715100XXXX,c1,c3,c6,,2,1,1,0.658539292
717100XXXX,c1,c6,,,1,1,3,1.224405533
718100XXXX,c1,c6,,,2,2,1,0.814063197
719100XXXX,c5,c6,,,2,1,3,1.216138283
720100XXXX,c5,c4,c6,,2,2,2,2.229634155
722100XXXX,c1,c6,,,2,1,3,1.359818904
724100XXXX,c5,c6,,,2,2,2,0.957575909
728100XXXX,c5,c6,,,2,2,3,1.275491833
730100XXXX,c5,c6,,,2,2,3,0.490177886
731100XXXX,c5,c6,,,2,2,3,0.490177886
735100XXXX,c1,c6,,,2,2,2,0.873082779
736100XXXX,c1,c3,c2,c4,1,2,3,1.504537537
737100XXXX,c1,c2,c4,c3,1,1,2,0.73464332
738100XXXX,c5,c6,,,1,1,2,1.237034968
740100XXXX,c5,c6,,,2,2,3,0.83427406
743100XXXX,c1,c4,c3,c2,1,1,2,0.790616874
742100XXXX,c1,c6,,,1,1,2,1.224405533
744100XXXX,c5,c2,c3,c4,1,1,1,1.237034968
745100XXXX,c5,c1,c6,,1,1,1,2.24982448
746100XXXX,c5,c6,,,1,1,2,0.911548544
747100XXXX,c1,c6,,,1,1,1,1.444664692
748100XXXX,c1,c4,c6,,1,1,2,0.789114218
749100XXXX,c3,c2,c4,c5,1,1,1,0.789114218
751100XXXX,c4,c1,c2,c3,1,1,1,0.789114218
752100XXXX,c1,c6,,,1,2,3,4.322324499
756100XXXX,c1,c6,,,1,1,3,1.444664692
757100XXXX,c1,c3,c6,,1,2,2,1.211686063
758100XXXX,c1,c3,c6,,1,2,1,1.211686063
760100XXXX,c5,c6,,,1,2,1,4.322324499
761100XXXX,c1,c5,c4,c3,1,1,1,2.211200006
762100XXXX,c1,c4,c6,,1,1,1,0.442303146
763100XXXX,c4,c2,c5,c3,1,1,3,1.313174934
764100XXXX,c1,c3,c2,c4,1,1,3,0.975544247
765100XXXX,c1,c2,c4,c3,1,1,2,0.442303146
766100XXXX,c5,c4,c6,,1,1,3,1.14408453
767100XXXX,c5,c6,,,1,1,3,1.046271204
768100XXXX,c5,c6,,,1,2,3,1.299533302
769100XXXX,c6,,,,1,1,2,1.313174934
770100XXXX,c1,c6,,,1,1,3,0.789114218
